date,category,amount,description
2023-05-07,Shopping,8.0,Ajio Shopping ₹8.0
2023-05-07,Bills,14.3,Internet Bill ₹14.3
2023-05-08,Healthcare,30.0,Apollo Pharmacy ₹30.0
2023-05-08,Travel,0.9,IRCTC Train Ticket ₹0.9
2023-05-08,Bills,9.32,Jio Fiber Recharge ₹9.32
2023-05-08,Transport,16.0,Uber Trip ₹16.0
2023-05-08,Insurance,31.0,Health Insurance ₹31.0
2023-05-08,Shopping,4.0,Myntra Order ₹4.0
2023-05-09,Transport,14.6,Uber Trip ₹14.6
2023-05-09,Travel,1.0,Air India Flight ₹1.0
2023-05-09,Bills,12.0,Water Bill ₹12.0
2023-05-09,Education,3.0,Byjus Payment ₹3.0
2023-05-09,Transport,2.51,Uber Trip ₹2.51
2023-05-09,Entertainment,5.49,Spotify Payment ₹5.49
2023-05-09,Bills,43.0,Jio Fiber Recharge ₹43.0
2023-05-10,Dining,6.0,Subway Sandwich ₹6.0
2023-05-10,Dining,16.0,Barbeque Nation ₹16.0
2023-05-10,Education,59.0,Byjus Payment ₹59.0
2023-05-10,Investment,16.0,Crypto Investment ₹16.0
2023-05-10,Fitness,26.0,Protein Supplement ₹26.0
2023-05-10,Dining,5.0,Subway Sandwich ₹5.0
2023-05-10,Groceries,10.35,BigBasket Order ₹10.35
2023-05-11,Miscellaneous,1.8,Donation ₹1.8
2023-05-11,Miscellaneous,92.0,Donation ₹92.0
2023-05-11,Transport,5.0,Rapido Ride ₹5.0
2023-05-11,Entertainment,17.0,Netflix Subscription ₹17.0
2023-05-11,Insurance,11.0,LIC Premium ₹11.0
2023-05-12,Miscellaneous,150.0,Stationery Store ₹150.0
2023-05-12,Investment,12.0,Crypto Investment ₹12.0
2023-05-12,Bills,71.0,Airtel Postpaid ₹71.0
2023-05-12,Travel,8.0,Air India Flight ₹8.0
2023-05-13,Fitness,15.0,Yoga Class ₹15.0
2023-05-13,Investment,7.9,Stock Purchase ₹7.9
2023-05-13,Insurance,35.0,Health Insurance ₹35.0
2023-05-13,Groceries,13.0,DMart Purchase ₹13.0
2023-05-13,Shopping,7.1,Ajio Shopping ₹7.1
2023-05-13,Education,9.0,Byjus Payment ₹9.0
2023-05-13,Education,4.0,Unacademy Plan ₹4.0
2023-05-14,Insurance,16.0,Car Insurance ₹16.0
2023-05-14,Insurance,14.4,Health Insurance ₹14.4
2023-05-14,Dining,1.1,KFC Meal ₹1.1
2023-05-14,Education,9.0,Skillshare Membership ₹9.0
2023-05-14,Food,4.0,Pizza Hut Bill ₹4.0
2023-05-14,Miscellaneous,10.0,Gift Shop ₹10.0
2023-05-14,Shopping,8.9,Amazon Purchase ₹8.9
2023-05-14,Shopping,4.29,Ajio Shopping ₹4.29
2023-05-15,Education,1.0,Coursera Subscription ₹1.0
2023-05-15,Healthcare,6.0,Apollo Pharmacy ₹6.0
2023-05-15,Fitness,6.0,Gym Membership ₹6.0
2023-05-15,Dining,7.9,Subway Sandwich ₹7.9
2023-05-15,Shopping,23.0,Amazon Purchase ₹23.0
2023-05-16,Education,8.5,Skillshare Membership ₹8.5
2023-05-16,Groceries,4.0,Reliance Fresh ₹4.0
2023-05-16,Healthcare,100.0,Diagnostic Center Payment ₹100.0
2023-05-16,Investment,2.0,Mutual Fund SIP ₹2.0
2023-05-17,Groceries,1.6,More Supermarket ₹1.6
2023-05-17,Travel,12.0,Air India Flight ₹12.0
2023-05-17,Education,4.0,Unacademy Plan ₹4.0
2023-05-17,Shopping,7.1,Myntra Order ₹7.1
2023-05-17,Investment,7.1,Stock Purchase ₹7.1
2023-05-17,Fitness,8.0,Gym Membership ₹8.0
2023-05-18,Travel,2.0,MakeMyTrip Payment ₹2.0
2023-05-18,Education,1.0,Udemy Course ₹1.0
2023-05-18,Investment,7.1,Stock Purchase ₹7.1
2023-05-18,Entertainment,5.0,YouTube Premium ₹5.0
2023-05-18,Food,8.0,Cafe Coffee Day ₹8.0
2023-05-19,Shopping,11.0,Ajio Shopping ₹11.0
2023-05-19,Transport,1.4,Delhi Metro Recharge ₹1.4
2023-05-19,Investment,7.1,Crypto Investment ₹7.1
2023-05-19,Dining,12.45,Barbeque Nation ₹12.45
2023-05-20,Bills,1.5,Electricity Bill BSES ₹1.5
2023-05-20,Education,7.0,Byjus Payment ₹7.0
2023-05-20,Transport,15.0,Delhi Metro Recharge ₹15.0
2023-05-20,Shopping,8.0,Ajio Shopping ₹8.0
2023-05-20,Food,114.0,Swiggy Payment ₹114.0
2023-05-20,Travel,5.0,OYO Rooms Booking ₹5.0
2023-05-21,Travel,7.1,MakeMyTrip Payment ₹7.1
2023-05-21,Entertainment,3.0,YouTube Premium ₹3.0
2023-05-21,Education,3.0,Unacademy Plan ₹3.0
2023-05-21,Travel,9.0,Air India Flight ₹9.0
2023-05-21,Dining,22.0,Subway Sandwich ₹22.0
2023-05-21,Transport,17.0,Cab Fare ₹17.0
2023-05-21,Education,10.0,Coursera Subscription ₹10.0
2023-05-22,Investment,0.85,Crypto Investment ₹0.85
2023-05-22,Miscellaneous,3.0,Donation ₹3.0
2023-05-22,Education,0.05,Unacademy Plan ₹0.05
2023-05-22,Transport,8.5,Ola Ride ₹8.5
2023-05-22,Fitness,7.1,Yoga Class ₹7.1
2023-05-22,Groceries,7.1,Reliance Fresh ₹7.1
2023-05-22,Fitness,29.0,CultFit Subscription ₹29.0
2023-05-23,Bills,4.1,Water Bill ₹4.1
2023-05-23,Fitness,55.0,Protein Supplement ₹55.0
2023-05-23,Food,8.0,Burger King Payment ₹8.0
2023-05-23,Food,7.1,Swiggy Payment ₹7.1
2023-05-24,Groceries,3.4,BigBasket Order ₹3.4
2023-05-24,Groceries,5.0,More Supermarket ₹5.0
2023-05-24,Entertainment,6.0,Hotstar Renewal ₹6.0
2023-05-24,Food,24.0,Swiggy Payment ₹24.0
2023-05-24,Entertainment,5.0,YouTube Premium ₹5.0
2023-05-25,Groceries,5.81,More Supermarket ₹5.81
2023-05-25,Miscellaneous,1.7,Charity ₹1.7
2023-05-25,Miscellaneous,1.45,Gift Shop ₹1.45
2023-05-25,Dining,2.0,Subway Sandwich ₹2.0
2023-05-25,Entertainment,7.1,YouTube Premium ₹7.1
2023-05-26,Miscellaneous,5.0,Stationery Store ₹5.0
2023-05-26,Travel,11.0,Air India Flight ₹11.0
2023-05-26,Miscellaneous,3.0,Gift Shop ₹3.0
2023-05-26,Insurance,2.0,Health Insurance ₹2.0
2023-05-26,Investment,20.27,Crypto Investment ₹20.27
2023-05-27,Groceries,8.1,BigBasket Order ₹8.1
2023-05-27,Investment,8.1,Crypto Investment ₹8.1
2023-05-27,Food,9.0,Cafe Coffee Day ₹9.0
2023-05-27,Transport,1.8,Ola Ride ₹1.8
2023-05-27,Groceries,12.0,BigBasket Order ₹12.0
2023-05-27,Fitness,8.9,Yoga Class ₹8.9
2023-05-27,Miscellaneous,5.4,Gift Shop ₹5.4
2023-05-28,Travel,7.3,Air India Flight ₹7.3
2023-05-28,Food,0.85,Dominos Order ₹0.85
2023-05-28,Investment,7.3,Stock Purchase ₹7.3
2023-05-28,Travel,1.6,IRCTC Train Ticket ₹1.6
2023-05-28,Bills,8.1,Jio Fiber Recharge ₹8.1
2023-05-28,Investment,13.68,Stock Purchase ₹13.68
2023-05-29,Insurance,1.55,LIC Premium ₹1.55
2023-05-29,Dining,7.1,KFC Meal ₹7.1
2023-05-29,Investment,9.0,Mutual Fund SIP ₹9.0
2023-05-29,Miscellaneous,9.2,Petrol Pump ₹9.2
2023-05-29,Travel,14.6,MakeMyTrip Payment ₹14.6
2023-05-30,Travel,3.0,OYO Rooms Booking ₹3.0
2023-05-30,Healthcare,9.34,MedPlus Bill ₹9.34
2023-05-30,Fitness,5.0,Gym Membership ₹5.0
2023-05-30,Entertainment,6.0,BookMyShow Ticket ₹6.0
2023-05-31,Shopping,1.65,Ajio Shopping ₹1.65
2023-05-31,Fitness,3.36,Protein Supplement ₹3.36
2023-05-31,Shopping,1.7,Ajio Shopping ₹1.7
2023-05-31,Miscellaneous,30.0,Donation ₹30.0
2023-06-01,Healthcare,50.0,Doctor Visit ₹50.0
2023-06-01,Insurance,1.65,Health Insurance ₹1.65
2023-06-01,Fitness,6.0,Protein Supplement ₹6.0
2023-06-01,Miscellaneous,7.1,Donation ₹7.1
2023-06-01,Insurance,6.0,Health Insurance ₹6.0
2023-06-01,Education,5.0,Unacademy Plan ₹5.0
2023-06-02,Groceries,8.53,BigBasket Order ₹8.53
2023-06-02,Fitness,10.0,Gym Membership ₹10.0
2023-06-02,Insurance,1.45,Health Insurance ₹1.45
2023-06-02,Food,20.0,Swiggy Payment ₹20.0
2023-06-02,Education,8.0,Byjus Payment ₹8.0
2023-06-02,Bills,8.1,Water Bill ₹8.1
2023-06-02,Shopping,1.0,Flipkart Order ₹1.0
2023-06-02,Transport,7.58,Delhi Metro Recharge ₹7.58
2023-06-03,Education,1.56,Unacademy Plan ₹1.56
2023-06-03,Transport,7.1,Ola Ride ₹7.1
2023-06-03,Fitness,16.8,Protein Supplement ₹16.8
2023-06-03,Groceries,8.1,BigBasket Order ₹8.1
2023-06-03,Fitness,7.0,Yoga Class ₹7.0
2023-06-03,Investment,8.21,Crypto Investment ₹8.21
2023-06-03,Dining,10.0,Barbeque Nation ₹10.0
2023-06-03,Groceries,100.0,DMart Purchase ₹100.0
2023-06-04,Shopping,1.9,TataCliq Payment ₹1.9
2023-06-04,Miscellaneous,6.0,Petrol Pump ₹6.0
2023-06-04,Food,7.3,Pizza Hut Bill ₹7.3
2023-06-04,Fitness,16.0,Gym Membership ₹16.0
2023-06-04,Healthcare,1.85,MedPlus Bill ₹1.85
2023-06-04,Dining,4.0,McDonalds Bill ₹4.0
2023-06-04,Education,1.85,Coursera Subscription ₹1.85
2023-06-04,Dining,3.0,Barbeque Nation ₹3.0
2023-06-04,Food,50.0,Dominos Order ₹50.0
2023-06-04,Transport,1.6,Delhi Metro Recharge ₹1.6
2023-06-05,Transport,2.63,Delhi Metro Recharge ₹2.63
2023-06-05,Transport,3.4,Uber Trip ₹3.4
2023-06-05,Food,14.0,Dominos Order ₹14.0
2023-06-05,Transport,0.5,Ola Ride ₹0.5
2023-06-05,Travel,1.0,IRCTC Train Ticket ₹1.0
2023-06-06,Shopping,5.38,Myntra Order ₹5.38
2023-06-06,Education,1.88,Skillshare Membership ₹1.88
2023-06-06,Transport,5.33,Rapido Ride ₹5.33
2023-06-07,Healthcare,2.0,MedPlus Bill ₹2.0
2023-06-07,Transport,4.38,Delhi Metro Recharge ₹4.38
2023-06-07,Bills,7.34,Internet Bill ₹7.34
2023-06-08,Food,7.1,Zomato Order ₹7.1
2023-06-08,Entertainment,1.45,Hotstar Renewal ₹1.45
2023-06-09,Shopping,3.33,Flipkart Order ₹3.33
2023-06-09,Dining,1.0,Barbeque Nation ₹1.0
2023-06-09,Transport,13.0,Uber Trip ₹13.0
2023-06-09,Food,7.1,Pizza Hut Bill ₹7.1
2023-06-09,Healthcare,1.45,Diagnostic Center Payment ₹1.45
2023-06-10,Groceries,3.0,BigBasket Order ₹3.0
2023-06-10,Healthcare,16.0,Apollo Pharmacy ₹16.0
2023-06-10,Transport,7.1,Train Ticket ₹7.1
2023-06-10,Food,7.9,Dominos Order ₹7.9
2023-06-10,Miscellaneous,1.85,Charity ₹1.85
2023-06-10,Food,8.1,Pizza Hut Bill ₹8.1
2023-06-10,Transport,20.84,Cab Fare ₹20.84
2023-06-11,Transport,5.0,Train Ticket ₹5.0
2023-06-11,Dining,17.0,KFC Meal ₹17.0
2023-06-11,Shopping,8.1,Myntra Order ₹8.1
2023-06-11,Healthcare,1.45,Apollo Pharmacy ₹1.45
2023-06-12,Shopping,4.0,TataCliq Payment ₹4.0
2023-06-12,Education,8.0,Skillshare Membership ₹8.0
2023-06-12,Fitness,1.0,Gym Membership ₹1.0
2023-06-12,Travel,7.1,Air India Flight ₹7.1
2023-06-12,Shopping,5.9,TataCliq Payment ₹5.9
2023-06-13,Bills,1.0,Electricity Bill BSES ₹1.0
2023-06-13,Entertainment,8.35,Spotify Payment ₹8.35
2023-06-13,Healthcare,7.0,Doctor Visit ₹7.0
2023-06-13,Groceries,3.72,BigBasket Order ₹3.72
2023-06-13,Shopping,10.0,TataCliq Payment ₹10.0
2023-06-14,Education,10.0,Byjus Payment ₹10.0
2023-06-14,Education,2.56,Skillshare Membership ₹2.56
2023-06-14,Investment,3.0,Mutual Fund SIP ₹3.0
2023-06-14,Dining,6.1,McDonalds Bill ₹6.1
2023-06-15,Insurance,200.0,Health Insurance ₹200.0
2023-06-15,Shopping,7.1,Flipkart Order ₹7.1
2023-06-15,Food,13.0,Pizza Hut Bill ₹13.0
2023-06-15,Miscellaneous,1.85,Gift Shop ₹1.85
2023-06-15,Education,10.5,Skillshare Membership ₹10.5
2023-06-16,Food,4.0,Cafe Coffee Day ₹4.0
2023-06-16,Dining,3.36,KFC Meal ₹3.36
2023-06-16,Healthcare,1.0,Apollo Pharmacy ₹1.0
2023-06-17,Transport,7.1,Rapido Ride ₹7.1
2023-06-17,Food,16.0,Burger King Payment ₹16.0
2023-06-17,Fitness,10.1,Yoga Class ₹10.1
2023-06-17,Education,10.0,Udemy Course ₹10.0
2023-06-17,Shopping,1.75,Amazon Purchase ₹1.75
2023-06-17,Healthcare,10.0,Diagnostic Center Payment ₹10.0
2023-06-17,Bills,5.42,Electricity Bill BSES ₹5.42
2023-06-17,Education,106.0,Unacademy Plan ₹106.0
2023-06-17,Fitness,6.6,CultFit Subscription ₹6.6
2023-06-18,Groceries,5.0,Reliance Fresh ₹5.0
2023-06-18,Travel,7.1,IRCTC Train Ticket ₹7.1
2023-06-18,Entertainment,16.0,YouTube Premium ₹16.0
2023-06-18,Healthcare,7.1,MedPlus Bill ₹7.1
2023-06-18,Investment,0.75,Stock Purchase ₹0.75
2023-06-18,Fitness,10.86,Protein Supplement ₹10.86
2023-06-19,Fitness,4.5,Protein Supplement ₹4.5
2023-06-19,Insurance,4.55,LIC Premium ₹4.55
2023-06-19,Entertainment,8.1,Netflix Subscription ₹8.1
2023-06-19,Travel,18.0,MakeMyTrip Payment ₹18.0
2023-06-19,Shopping,82.0,Amazon Purchase ₹82.0
2023-06-20,Fitness,7.72,Gym Membership ₹7.72
2023-06-20,Travel,16.0,MakeMyTrip Payment ₹16.0
2023-06-20,Education,25.0,Byjus Payment ₹25.0
2023-06-21,Education,5.7,Udemy Course ₹5.7
2023-06-21,Groceries,12.0,Reliance Fresh ₹12.0
2023-06-21,Insurance,6.8,LIC Premium ₹6.8
2023-06-21,Food,14.0,Zomato Order ₹14.0
2023-06-22,Healthcare,4.66,Doctor Visit ₹4.66
2023-06-22,Travel,1.3,MakeMyTrip Payment ₹1.3
2023-06-22,Food,8.1,Pizza Hut Bill ₹8.1
2023-06-22,Healthcare,12.0,Diagnostic Center Payment ₹12.0
2023-06-23,Fitness,2.9,Gym Membership ₹2.9
2023-06-23,Bills,2.0,Electricity Bill BSES ₹2.0
2023-06-23,Fitness,5.0,Yoga Class ₹5.0
2023-06-23,Healthcare,15.0,Apollo Pharmacy ₹15.0
2023-06-23,Travel,1.0,MakeMyTrip Payment ₹1.0
2023-06-24,Education,1.3,Skillshare Membership ₹1.3
2023-06-24,Healthcare,2.0,Doctor Visit ₹2.0
2023-06-24,Healthcare,17.0,Apollo Pharmacy ₹17.0
2023-06-24,Entertainment,51.0,BookMyShow Ticket ₹51.0
2023-06-24,Food,12.0,Dominos Order ₹12.0
2023-06-24,Transport,10.0,Delhi Metro Recharge ₹10.0
2023-06-25,Bills,0.9,Water Bill ₹0.9
2023-06-25,Travel,5.32,Air India Flight ₹5.32
2023-06-25,Dining,5.0,Barbeque Nation ₹5.0
2023-06-25,Miscellaneous,28.0,Gift Shop ₹28.0
2023-06-24,Food,45.0,Cafe Coffee Day ₹45.0
2023-06-24,Bills,4.41,Jio Fiber Recharge ₹4.41
2023-06-26,Food,18.0,Swiggy Payment ₹18.0
2023-06-26,Bills,6.5,Water Bill ₹6.5
2023-06-26,Entertainment,7.1,Spotify Payment ₹7.1
2023-06-26,Insurance,50.0,Car Insurance ₹50.0
2023-06-26,Fitness,10.0,Protein Supplement ₹10.0
2023-06-26,Groceries,1.75,More Supermarket ₹1.75
2023-06-26,Shopping,18.39,Flipkart Order ₹18.39
2023-06-27,Bills,2.71,Jio Fiber Recharge ₹2.71
2023-06-27,Transport,7.1,Delhi Metro Recharge ₹7.1
2023-06-27,Groceries,8.9,DMart Purchase ₹8.9
2023-06-27,Insurance,7.1,Car Insurance ₹7.1
2023-06-27,Food,1.0,Pizza Hut Bill ₹1.0
2023-06-27,Groceries,2.51,Reliance Fresh ₹2.51
2023-06-28,Bills,3.73,Electricity Bill BSES ₹3.73
2023-06-28,Education,8.1,Coursera Subscription ₹8.1
2023-06-28,Bills,1.7,Electricity Bill BSES ₹1.7
2023-06-28,Insurance,73.0,Health Insurance ₹73.0
2023-06-28,Entertainment,13.0,Spotify Payment ₹13.0
2023-06-28,Bills,3.8,Airtel Postpaid ₹3.8
2023-06-28,Groceries,1.0,BigBasket Order ₹1.0
2023-06-29,Dining,10.0,Subway Sandwich ₹10.0
2023-06-29,Entertainment,7.1,YouTube Premium ₹7.1
2023-06-29,Transport,1.0,Train Ticket ₹1.0
2023-06-29,Dining,72.0,KFC Meal ₹72.0
2023-06-29,Fitness,3.2,Protein Supplement ₹3.2
2023-06-30,Travel,4.02,OYO Rooms Booking ₹4.02
2023-06-30,Education,1.65,Udemy Course ₹1.65
2023-06-30,Entertainment,7.1,Spotify Payment ₹7.1
2023-06-30,Healthcare,9.0,Doctor Visit ₹9.0
2023-06-30,Fitness,1.5,Yoga Class ₹1.5
2023-06-30,Food,4.0,Burger King Payment ₹4.0
2023-06-30,Transport,9.7,Delhi Metro Recharge ₹9.7
2023-06-30,Education,3.73,Coursera Subscription ₹3.73
2023-06-30,Insurance,8.1,Health Insurance ₹8.1
2023-07-01,Healthcare,1.0,Apollo Pharmacy ₹1.0
2023-07-01,Insurance,34.0,Health Insurance ₹34.0
2023-07-02,Bills,4.0,Internet Bill ₹4.0
2023-07-02,Transport,2.6,Cab Fare ₹2.6
2023-07-02,Miscellaneous,7.1,Charity ₹7.1
2023-07-02,Dining,9.0,KFC Meal ₹9.0
2023-07-02,Transport,4.0,Uber Trip ₹4.0
2023-07-02,Bills,30.0,Water Bill ₹30.0
2023-07-02,Travel,20.0,IRCTC Train Ticket ₹20.0
2023-07-02,Fitness,194.0,Gym Membership ₹194.0
2023-07-02,Miscellaneous,16.0,Charity ₹16.0
2023-07-02,Food,5.0,Burger King Payment ₹5.0
2023-07-02,Fitness,7.0,Yoga Class ₹7.0
2023-07-03,Bills,3.36,Internet Bill ₹3.36
2023-07-03,Insurance,5.0,Health Insurance ₹5.0
2023-07-03,Travel,12.0,MakeMyTrip Payment ₹12.0
2023-07-03,Food,3.0,Zomato Order ₹3.0
2023-07-04,Insurance,2.0,LIC Premium ₹2.0
2023-07-04,Shopping,6.0,TataCliq Payment ₹6.0
2023-07-04,Transport,70.0,Uber Trip ₹70.0
2023-07-04,Travel,10.0,Air India Flight ₹10.0
2023-07-05,Healthcare,0.9,MedPlus Bill ₹0.9
2023-07-05,Insurance,4.75,Car Insurance ₹4.75
2023-07-05,Dining,24.0,Subway Sandwich ₹24.0
2023-07-05,Insurance,15.0,Health Insurance ₹15.0
2023-07-06,Transport,8.0,Ola Ride ₹8.0
2023-07-06,Dining,3.8,KFC Meal ₹3.8
2023-07-06,Miscellaneous,5.83,Stationery Store ₹5.83
2023-07-07,Investment,11.0,Crypto Investment ₹11.0
2023-07-07,Transport,1.77,Train Ticket ₹1.77
2023-07-08,Transport,7.4,Uber Trip ₹7.4
2023-07-08,Entertainment,1.85,YouTube Premium ₹1.85
2023-07-09,Bills,16.0,Electricity Bill BSES ₹16.0
2023-07-09,Entertainment,8.1,BookMyShow Ticket ₹8.1
2023-07-09,Education,0.85,Coursera Subscription ₹0.85
2023-07-09,Insurance,10.8,Health Insurance ₹10.8
2023-07-09,Bills,13.0,Internet Bill ₹13.0
2023-07-10,Fitness,2.25,CultFit Subscription ₹2.25
2023-07-10,Travel,7.0,IRCTC Train Ticket ₹7.0
2023-07-10,Food,1.5,Cafe Coffee Day ₹1.5
2023-07-10,Miscellaneous,4.86,Donation ₹4.86
2023-07-11,Transport,2.33,Cab Fare ₹2.33
2023-07-11,Entertainment,3.57,BookMyShow Ticket ₹3.57
2023-07-11,Dining,39.0,Barbeque Nation ₹39.0
2023-07-12,Miscellaneous,0.6,Petrol Pump ₹0.6
2023-07-12,Transport,13.0,Delhi Metro Recharge ₹13.0
2023-07-12,Investment,6.33,Mutual Fund SIP ₹6.33
2023-07-12,Healthcare,10.0,Doctor Visit ₹10.0
2023-07-12,Bills,9.5,Jio Fiber Recharge ₹9.5
2023-07-13,Transport,170.0,Rapido Ride ₹170.0
2023-07-13,Groceries,3.4,BigBasket Order ₹3.4
2023-07-13,Bills,4.7,Jio Fiber Recharge ₹4.7
2023-07-13,Transport,10.0,Uber Trip ₹10.0
2023-07-13,Dining,16.0,Barbeque Nation ₹16.0
2023-07-13,Investment,7.1,PPF Deposit ₹7.1
2023-07-14,Travel,1.0,MakeMyTrip Payment ₹1.0
2023-07-14,Bills,7.5,Electricity Bill BSES ₹7.5
2023-07-14,Fitness,1.0,Gym Membership ₹1.0
2023-07-14,Groceries,10.0,DMart Purchase ₹10.0
2023-07-14,Groceries,13.0,More Supermarket ₹13.0
2023-07-15,Travel,5.0,Air India Flight ₹5.0
2023-07-15,Miscellaneous,16.0,Petrol Pump ₹16.0
2023-07-15,Entertainment,39.0,YouTube Premium ₹39.0
2023-07-15,Food,100.0,Dominos Order ₹100.0
2023-07-15,Dining,25.0,KFC Meal ₹25.0
2023-07-16,Investment,7.1,Mutual Fund SIP ₹7.1
2023-07-16,Miscellaneous,16.0,Charity ₹16.0
2023-07-16,Education,7.1,Unacademy Plan ₹7.1
2023-07-16,Food,0.5,Zomato Order ₹0.5
2023-07-16,Insurance,8.5,LIC Premium ₹8.5
2023-07-16,Dining,7.3,Barbeque Nation ₹7.3
2023-07-16,Healthcare,7.27,Diagnostic Center Payment ₹7.27
2023-07-17,Shopping,3.0,TataCliq Payment ₹3.0
2023-07-17,Dining,3.75,Barbeque Nation ₹3.75
2023-07-17,Transport,2.0,Ola Ride ₹2.0
2023-07-17,Fitness,127.0,CultFit Subscription ₹127.0
2023-07-17,Bills,5.0,Internet Bill ₹5.0
2023-07-17,Miscellaneous,8.4,Charity ₹8.4
2023-07-17,Miscellaneous,7.1,Donation ₹7.1
2023-07-18,Education,1.5,Skillshare Membership ₹1.5
2023-07-18,Transport,3.8,Cab Fare ₹3.8
2023-07-18,Groceries,8.4,DMart Purchase ₹8.4
2023-07-18,Food,7.4,Burger King Payment ₹7.4
2023-07-19,Investment,3.75,Crypto Investment ₹3.75
2023-07-19,Miscellaneous,3.0,Gift Shop ₹3.0
2023-07-19,Insurance,8.4,Car Insurance ₹8.4
2023-07-19,Shopping,8.9,Myntra Order ₹8.9
2023-07-19,Healthcare,2.1,MedPlus Bill ₹2.1
2023-07-20,Investment,4.0,Mutual Fund SIP ₹4.0
2023-07-20,Entertainment,2.0,YouTube Premium ₹2.0
2023-07-20,Fitness,7.1,Yoga Class ₹7.1
2023-07-20,Healthcare,7.1,Doctor Visit ₹7.1
2023-07-20,Transport,7.1,Rapido Ride ₹7.1
2023-07-20,Groceries,3.0,Reliance Fresh ₹3.0
2023-07-20,Education,12.0,Unacademy Plan ₹12.0
2023-07-20,Fitness,4.0,Yoga Class ₹4.0
2023-07-21,Bills,15.0,Jio Fiber Recharge ₹15.0
2023-07-26,Groceries,10.0,Reliance Fresh ₹10.0
2023-07-26,Dining,51.0,McDonalds Bill ₹51.0
2023-07-26,Dining,20.0,Subway Sandwich ₹20.0
2023-07-26,Entertainment,708.0,YouTube Premium ₹708.0
2023-07-26,Food,110.0,Swiggy Payment ₹110.0
2023-07-26,Entertainment,2500.0,Netflix Subscription ₹2500.0
2023-07-26,Healthcare,3.0,Apollo Pharmacy ₹3.0
2023-07-28,Shopping,36.0,Flipkart Order ₹36.0
2023-07-28,Shopping,55.0,TataCliq Payment ₹55.0
2023-07-28,Education,19.0,Coursera Subscription ₹19.0
2023-07-28,Bills,29.0,Airtel Postpaid ₹29.0
2023-07-28,Insurance,20.0,Health Insurance ₹20.0
2023-07-28,Healthcare,10.0,Doctor Visit ₹10.0
2023-07-28,Investment,14.0,Crypto Investment ₹14.0
2023-07-28,Groceries,158.0,DMart Purchase ₹158.0
2023-07-30,Dining,8.1,KFC Meal ₹8.1
2023-07-30,Education,10.9,Byjus Payment ₹10.9
2023-07-30,Transport,5.4,Delhi Metro Recharge ₹5.4
2023-08-02,Food,16.0,Cafe Coffee Day ₹16.0
2023-08-02,Insurance,5.0,LIC Premium ₹5.0
2023-08-03,Shopping,5.0,Ajio Shopping ₹5.0
2023-08-03,Dining,3.0,KFC Meal ₹3.0
2023-08-03,Education,45.0,Unacademy Plan ₹45.0
2023-08-04,Transport,10.0,Rapido Ride ₹10.0
2023-08-04,Groceries,7.2,Reliance Fresh ₹7.2
2023-08-04,Healthcare,1.5,Diagnostic Center Payment ₹1.5
2023-08-04,Transport,9.0,Ola Ride ₹9.0
2023-08-04,Food,15.0,Pizza Hut Bill ₹15.0
2023-08-05,Education,11.0,Udemy Course ₹11.0
2023-08-05,Transport,8.1,Ola Ride ₹8.1
2023-08-05,Insurance,6.0,LIC Premium ₹6.0
2023-08-05,Shopping,20.0,Ajio Shopping ₹20.0
2023-08-05,Bills,7.1,Airtel Postpaid ₹7.1
2023-08-06,Insurance,7.1,LIC Premium ₹7.1
2023-08-06,Entertainment,9.0,Netflix Subscription ₹9.0
2023-08-06,Investment,7.1,Stock Purchase ₹7.1
2023-08-06,Entertainment,5.0,YouTube Premium ₹5.0
2023-08-07,Entertainment,3.5,Hotstar Renewal ₹3.5
2023-08-07,Dining,5.7,McDonalds Bill ₹5.7
2023-08-07,Transport,8.1,Ola Ride ₹8.1
2023-08-07,Entertainment,11.5,Netflix Subscription ₹11.5
2023-08-07,Entertainment,5.0,Netflix Subscription ₹5.0
2023-08-08,Insurance,2.34,LIC Premium ₹2.34
2023-08-08,Shopping,11.0,TataCliq Payment ₹11.0
2023-08-08,Travel,7.1,OYO Rooms Booking ₹7.1
2023-08-08,Fitness,14.0,Yoga Class ₹14.0
2023-08-09,Dining,8.0,McDonalds Bill ₹8.0
2023-08-10,Bills,5.18,Water Bill ₹5.18
2023-08-10,Entertainment,1.0,Spotify Payment ₹1.0
2023-08-11,Transport,1.8,Train Ticket ₹1.8
2023-08-11,Groceries,6.75,Reliance Fresh ₹6.75
2023-08-11,Food,11.61,Swiggy Payment ₹11.61
2023-08-11,Insurance,16.0,Car Insurance ₹16.0
2023-08-11,Healthcare,2.0,Apollo Pharmacy ₹2.0
2023-08-11,Investment,150.0,Stock Purchase ₹150.0
2023-08-12,Groceries,7.1,DMart Purchase ₹7.1
2023-08-12,Bills,5.2,Airtel Postpaid ₹5.2
2023-08-12,Education,40.0,Skillshare Membership ₹40.0
2023-08-12,Fitness,10.0,CultFit Subscription ₹10.0
2023-08-13,Dining,11.0,Barbeque Nation ₹11.0
2023-08-14,Investment,1.49,Stock Purchase ₹1.49
2023-08-14,Healthcare,7.0,MedPlus Bill ₹7.0
2023-08-14,Food,16.35,Burger King Payment ₹16.35
2023-08-15,Investment,3.75,Mutual Fund SIP ₹3.75
2023-08-15,Healthcare,6.1,Doctor Visit ₹6.1
2023-08-15,Dining,8.1,KFC Meal ₹8.1
2023-08-15,Entertainment,17.32,Hotstar Renewal ₹17.32
