date,amount,description
2024-04-13 12:08:16 +0000,10.7,Apollo Pharmacy ₹10.7
2024-04-13 15:05:22 +0000,20,IRCTC Train Ticket ₹20.0
2024-04-14 10:29:36 +0000,10.7,Rapido Ride ₹10.7
2024-04-14 12:24:09 +0000,10.7,Coursera Subscription ₹10.7
2024-04-15 14:48:10 +0000,12,Crypto Investment ₹12.0
2024-04-15 17:41:32 +0000,7,McDonalds Bill ₹7.0
2024-04-15 18:03:27 +0000,3.3,Yoga Class ₹3.3
2024-04-16 04:56:42 +0000,12,Donation ₹12.0
2024-04-16 11:47:17 +0000,12,BookMyShow Ticket ₹12.0
2024-04-16 14:20:10 +0000,10.7,Udemy Course ₹10.7
2024-04-17 04:19:47 +0000,4.08,Myntra Order ₹4.08
2024-04-17 09:54:50 +0000,10,Barbeque Nation ₹10.0
2024-04-17 09:54:55 +0000,17,Coursera Subscription ₹17.0
2024-04-17 14:09:17 +0000,11.5,Stationery Store ₹11.5
2024-04-17 18:09:27 +0000,3,Charity ₹3.0
2024-04-17 18:09:32 +0000,15,Cab Fare ₹15.0
2024-04-18 04:28:30 +0000,7.3,BigBasket Order ₹7.3
2024-04-18 11:39:39 +0000,11.5,Gym Membership ₹11.5
2024-04-19 03:58:33 +0000,5.6,Health Insurance ₹5.6
2024-04-19 09:57:10 +0000,10,Apollo Pharmacy ₹10.0
2024-04-19 09:57:12 +0000,39,Burger King Payment ₹39.0
2024-04-19 14:12:45 +0000,6,Crypto Investment ₹6.0
2024-04-19 14:19:58 +0000,8.2,McDonalds Bill ₹8.2
2024-04-19 18:10:37 +0000,4.3,Apollo Pharmacy ₹4.3
2024-04-19 18:28:32 +0000,7,Skillshare Membership ₹7.0
2024-04-20 11:11:59 +0000,18,Mutual Fund SIP ₹18.0
2024-04-20 11:12:04 +0000,11,MakeMyTrip Payment ₹11.0
2024-04-21 03:18:34 +0000,3,BigBasket Order ₹3.0
2024-04-21 05:10:42 +0000,19,Unacademy Plan ₹19.0
2024-04-21 09:15:55 +0000,11.5,Protein Supplement ₹11.5
2024-04-21 13:53:59 +0000,10,Rapido Ride ₹10.0
2024-04-21 13:55:46 +0000,52,PPF Deposit ₹52.0
2024-04-21 03:11:00 +0000,100,Donation ₹100.0
2024-04-22 10:18:04 +0000,10,Ajio Shopping ₹10.0
2024-04-22 14:34:40 +0000,0.5,Burger King Payment ₹0.5
2024-04-23 02:34:04 +0000,10,BookMyShow Ticket ₹10.0
2024-04-23 04:21:51 +0000,5.6,Flipkart Order ₹5.6
2024-04-23 05:05:22 +0000,7.14,Unacademy Plan ₹7.14
2024-04-23 06:30:10 +0000,2.5,Charity ₹2.5
2024-04-23 09:50:17 +0000,13.2,More Supermarket ₹13.2
2024-04-23 14:26:26 +0000,11,Zomato Order ₹11.0
2024-04-23 15:16:56 +0000,11.5,OYO Rooms Booking ₹11.5
2024-04-23 18:56:01 +0000,8.5,LIC Premium ₹8.5
2024-04-24 04:55:09 +0000,9,Stock Purchase ₹9.0
2024-04-24 09:53:05 +0000,10,Water Bill ₹10.0
2024-04-24 09:59:14 +0000,26,Water Bill ₹26.0
2024-04-24 14:34:33 +0000,11.5,TataCliq Payment ₹11.5
2024-04-24 18:30:08 +0000,5,Yoga Class ₹5.0
2024-04-25 04:57:09 +0000,2.4,Gym Membership ₹2.4
2024-04-25 10:03:08 +0000,8.3,Unacademy Plan ₹8.3
2024-04-25 18:23:51 +0000,4.8,Doctor Visit ₹4.8
2024-04-26 05:04:10 +0000,4.5,BookMyShow Ticket ₹4.5
2024-04-26 09:55:49 +0000,6,Burger King Payment ₹6.0
2024-04-26 13:20:05 +0000,1,Apollo Pharmacy ₹1.0
2024-04-26 13:20:07 +0000,1,Zomato Order ₹1.0
2024-04-26 16:35:57 +0000,3,Burger King Payment ₹3.0
2024-04-27 04:41:21 +0000,8.4,Udemy Course ₹8.4
2024-04-27 10:24:37 +0000,50,McDonalds Bill ₹50.0
2024-04-27 12:20:01 +0000,8.4,KFC Meal ₹8.4
2024-04-27 12:53:45 +0000,1,More Supermarket ₹1.0
2024-04-27 13:07:00 +0000,2,BigBasket Order ₹2.0
2024-04-27 16:59:11 +0000,20,Gym Membership ₹20.0
2024-04-27 17:54:37 +0000,3.59,Internet Bill ₹3.59
2024-04-28 04:32:56 +0000,0.5,Apollo Pharmacy ₹0.5
2024-04-28 04:32:58 +0000,8.6,Pizza Hut Bill ₹8.6
2024-04-28 10:44:28 +0000,10.6,Protein Supplement ₹10.6
2024-04-28 12:43:11 +0000,10,Apollo Pharmacy ₹10.0
2024-04-28 19:29:01 +0000,6,Gift Shop ₹6.0
2024-04-28 19:29:04 +0000,50,Apollo Pharmacy ₹50.0
2024-04-29 04:10:33 +0000,5.6,Rapido Ride ₹5.6
2024-04-29 06:18:58 +0000,8.26,Health Insurance ₹8.26
2024-04-29 09:13:14 +0000,10,Reliance Fresh ₹10.0
2024-04-29 09:13:19 +0000,10,Burger King Payment ₹10.0
2024-04-29 10:07:27 +0000,100,Netflix Subscription ₹100.0
2024-04-29 11:08:23 +0000,1,Stock Purchase ₹1.0
2024-04-29 11:08:25 +0000,3,Water Bill ₹3.0
2024-04-29 13:53:22 +0000,5.5,Netflix Subscription ₹5.5
2024-04-28 22:06:17 +0000,11,Amazon Purchase ₹11.0
2024-04-28 22:07:00 +0000,18,Car Insurance ₹18.0
2024-04-30 05:49:01 +0000,8.26,CultFit Subscription ₹8.26
2024-04-30 19:58:00 +0000,63,Charity ₹63.0
2024-05-01 06:29:58 +0000,8.26,Stock Purchase ₹8.26
2024-05-01 12:38:25 +0000,14,Apollo Pharmacy ₹14.0
2024-05-01 14:32:32 +0000,8.4,Coursera Subscription ₹8.4
2024-05-02 05:40:45 +0000,8.26,LIC Premium ₹8.26
2024-05-02 07:52:00 +0000,103,Udemy Course ₹103.0
2024-05-02 11:11:29 +0000,9.28,Airtel Postpaid ₹9.28
2024-05-02 14:16:51 +0000,8,Stock Purchase ₹8.0
2024-05-02 19:52:31 +0000,4,Netflix Subscription ₹4.0
2024-05-02 18:12:00 +0000,35,Stock Purchase ₹35.0
2024-05-03 06:58:36 +0000,5,Doctor Visit ₹5.0
2024-05-03 10:21:13 +0000,3.3,Stock Purchase ₹3.3
2024-05-03 10:21:17 +0000,4,LIC Premium ₹4.0
2024-05-03 11:26:45 +0000,5.8,Petrol Pump ₹5.8
2024-05-03 11:39:23 +0000,5.6,Barbeque Nation ₹5.6
2024-05-03 13:23:43 +0000,7.6,OYO Rooms Booking ₹7.6
2024-05-03 14:34:15 +0000,17,Zomato Order ₹17.0
2024-05-03 17:12:49 +0000,6.4,BookMyShow Ticket ₹6.4
2024-05-03 17:12:52 +0000,2100,Airtel Postpaid ₹2100.0
2024-05-03 17:13:35 +0000,3.3,Charity ₹3.3
2024-05-04 07:55:57 +0000,7.6,Unacademy Plan ₹7.6
2024-05-04 10:55:59 +0000,7.6,Ajio Shopping ₹7.6
2024-05-04 17:24:46 +0000,29,Electricity Bill BSES ₹29.0
2024-05-04 17:24:48 +0000,3,Apollo Pharmacy ₹3.0
2024-05-04 17:55:01 +0000,5,Electricity Bill BSES ₹5.0
2024-05-03 20:39:00 +0000,14,Hotstar Renewal ₹14.0
2024-05-05 06:34:47 +0000,7.6,MakeMyTrip Payment ₹7.6
2024-05-05 11:41:00 +0000,4,Doctor Visit ₹4.0
2024-05-05 13:23:27 +0000,9.8,DMart Purchase ₹9.8
2024-05-05 17:27:21 +0000,5,Amazon Purchase ₹5.0
2024-05-06 04:49:23 +0000,6.3,Electricity Bill BSES ₹6.3
2024-05-06 09:52:27 +0000,10,KFC Meal ₹10.0
2024-05-06 12:44:57 +0000,5,Internet Bill ₹5.0
2024-05-06 16:28:35 +0000,3.5,Jio Fiber Recharge ₹3.5
2024-05-06 19:06:44 +0000,62,IRCTC Train Ticket ₹62.0
2024-05-07 04:59:48 +0000,6.2,CultFit Subscription ₹6.2
2024-05-07 11:54:37 +0000,14.1,CultFit Subscription ₹14.1
2024-05-07 11:59:13 +0000,6.8,KFC Meal ₹6.8
2024-05-07 14:36:43 +0000,7.6,BigBasket Order ₹7.6
2024-05-08 05:01:42 +0000,6.52,Pizza Hut Bill ₹6.52
2024-05-08 10:05:56 +0000,10,Udemy Course ₹10.0
2024-05-08 14:28:26 +0000,7.6,Reliance Fresh ₹7.6
2024-05-08 17:17:55 +0000,36,Coursera Subscription ₹36.0
2024-05-08 17:25:26 +0000,6,DMart Purchase ₹6.0
2024-05-09 06:54:22 +0000,7.1,BigBasket Order ₹7.1
2024-05-09 13:23:13 +0000,31,Ola Ride ₹31.0
2024-05-09 15:35:21 +0000,11,Train Ticket ₹11.0
2024-05-09 19:20:00 +0000,9.9,Air India Flight ₹9.9
2024-05-10 03:11:28 +0000,6.6,Protein Supplement ₹6.6
2024-05-10 06:24:04 +0000,5.4,Apollo Pharmacy ₹5.4
2024-05-10 14:32:13 +0000,6,Burger King Payment ₹6.0
2024-05-10 09:32:00 +0000,10,Crypto Investment ₹10.0
2024-05-10 16:43:42 +0000,3.5,Airtel Postpaid ₹3.5
2024-05-11 06:54:41 +0000,150,Airtel Postpaid ₹150.0
2024-05-11 06:54:46 +0000,3.9,Gift Shop ₹3.9
2024-05-11 07:06:55 +0000,7.1,Reliance Fresh ₹7.1
2024-05-10 15:39:00 +0000,35,Crypto Investment ₹35.0
2024-05-11 12:45:33 +0000,5.6,Zomato Order ₹5.6
2024-05-11 14:34:13 +0000,10,Diagnostic Center Payment ₹10.0
2024-05-12 04:16:34 +0000,20,Gift Shop ₹20.0
2024-05-12 04:47:50 +0000,7.1,Protein Supplement ₹7.1
2024-05-12 09:27:29 +0000,44,Zomato Order ₹44.0
2024-05-12 11:09:18 +0000,22,LIC Premium ₹22.0
2024-05-12 11:09:24 +0000,5,KFC Meal ₹5.0
2024-05-12 15:07:43 +0000,16,DMart Purchase ₹16.0
2024-05-13 04:10:27 +0000,4.4,Yoga Class ₹4.4
2024-05-13 06:49:21 +0000,70,Coursera Subscription ₹70.0
2024-05-13 09:38:03 +0000,10,LIC Premium ₹10.0
2024-05-13 09:47:14 +0000,5,LIC Premium ₹5.0
2024-05-13 14:33:17 +0000,6.18,Dominos Order ₹6.18
2024-05-13 15:48:25 +0000,2.5,YouTube Premium ₹2.5
2024-05-13 19:06:58 +0000,31,Health Insurance ₹31.0
2024-05-14 04:37:39 +0000,8.55,Jio Fiber Recharge ₹8.55
2024-05-14 12:20:17 +0000,11,Mutual Fund SIP ₹11.0
2024-05-15 04:26:54 +0000,4.8,DMart Purchase ₹4.8
2024-05-15 06:39:07 +0000,5.4,Cab Fare ₹5.4
2024-05-15 09:42:54 +0000,10,MakeMyTrip Payment ₹10.0
2024-05-15 14:19:28 +0000,7.6,Yoga Class ₹7.6
2024-05-15 18:09:36 +0000,6.5,MedPlus Bill ₹6.5
2024-05-16 04:24:55 +0000,5.27,Gift Shop ₹5.27
2024-05-16 07:17:06 +0000,9,BookMyShow Ticket ₹9.0
2024-05-16 09:01:17 +0000,9.5,TataCliq Payment ₹9.5
2024-05-16 14:26:25 +0000,7.6,Subway Sandwich ₹7.6
2024-05-16 17:07:36 +0000,100,KFC Meal ₹100.0
2024-05-16 18:59:27 +0000,3.14,Stock Purchase ₹3.14
2024-05-17 04:20:52 +0000,7.35,Doctor Visit ₹7.35
2024-05-17 07:27:15 +0000,11,KFC Meal ₹11.0
2024-05-17 09:51:16 +0000,5,KFC Meal ₹5.0
2024-05-17 09:52:43 +0000,6.3,Doctor Visit ₹6.3
2024-05-18 08:45:29 +0000,0.8,Air India Flight ₹0.8
2024-05-18 09:05:36 +0000,7.6,Car Insurance ₹7.6
2024-05-18 10:35:24 +0000,7.2,PPF Deposit ₹7.2
2024-05-18 12:10:40 +0000,8.4,Apollo Pharmacy ₹8.4
2024-05-19 09:26:04 +0000,48,MakeMyTrip Payment ₹48.0
2024-05-19 09:50:07 +0000,7.6,MedPlus Bill ₹7.6
2024-05-19 10:08:30 +0000,25,Yoga Class ₹25.0
2024-05-19 12:26:22 +0000,5.6,Jio Fiber Recharge ₹5.6
2024-05-19 12:36:49 +0000,19,Byjus Payment ₹19.0
2024-05-19 12:41:03 +0000,3.8,BookMyShow Ticket ₹3.8
2024-05-19 14:05:54 +0000,10,Gym Membership ₹10.0
2024-05-19 14:10:43 +0000,11,BigBasket Order ₹11.0
2024-05-19 14:14:15 +0000,7.35,Diagnostic Center Payment ₹7.35
2024-05-19 16:57:05 +0000,2,Gym Membership ₹2.0
2024-05-20 08:29:31 +0000,2.6,Byjus Payment ₹2.6
2024-05-20 11:21:23 +0000,5.6,Health Insurance ₹5.6
2024-05-20 11:21:31 +0000,7.6,LIC Premium ₹7.6
2024-05-20 08:34:00 +0000,7.6,Mutual Fund SIP ₹7.6
2024-05-20 19:12:00 +0000,100,Uber Trip ₹100.0
2024-05-21 06:10:31 +0000,10,More Supermarket ₹10.0
2024-05-21 06:57:14 +0000,1.8,More Supermarket ₹1.8
2024-05-21 09:43:59 +0000,3,Car Insurance ₹3.0
2024-05-21 12:37:06 +0000,7.2,Apollo Pharmacy ₹7.2
2024-05-21 14:58:27 +0000,10,PPF Deposit ₹10.0
2024-05-22 04:01:48 +0000,2.5,Subway Sandwich ₹2.5
2024-05-22 04:29:18 +0000,7.6,Dominos Order ₹7.6
2024-05-22 06:51:21 +0000,10,Jio Fiber Recharge ₹10.0
2024-05-22 09:24:10 +0000,7.6,Cafe Coffee Day ₹7.6
2024-05-22 12:48:14 +0000,1.8,Airtel Postpaid ₹1.8
2024-05-22 15:22:42 +0000,9.6,Spotify Payment ₹9.6
2024-05-23 06:36:09 +0000,7.6,Yoga Class ₹7.6
2024-05-23 09:11:39 +0000,2.5,Zomato Order ₹2.5
2024-05-23 14:40:12 +0000,22,Zomato Order ₹22.0
2024-05-24 08:13:58 +0000,7.2,Train Ticket ₹7.2
2024-05-24 10:56:11 +0000,12.9,Yoga Class ₹12.9
2024-05-24 11:15:19 +0000,14,Diagnostic Center Payment ₹14.0
2024-05-24 12:26:07 +0000,3.5,Swiggy Payment ₹3.5
2024-05-24 12:43:39 +0000,7.6,Subway Sandwich ₹7.6
2024-05-24 17:21:00 +0000,31,Car Insurance ₹31.0
2024-05-25 05:39:45 +0000,7.6,Crypto Investment ₹7.6
2024-05-25 12:20:27 +0000,4,BookMyShow Ticket ₹4.0
2024-05-26 10:20:21 +0000,0.5,Skillshare Membership ₹0.5
2024-05-26 13:25:29 +0000,7.6,Ajio Shopping ₹7.6
2024-05-26 17:37:34 +0000,4.5,Subway Sandwich ₹4.5
2024-05-27 05:24:54 +0000,0.55,Internet Bill ₹0.55
2024-05-27 05:24:56 +0000,2.5,MedPlus Bill ₹2.5
2024-05-27 06:58:16 +0000,18,Amazon Purchase ₹18.0
2024-05-27 09:54:11 +0000,4.3,Coursera Subscription ₹4.3
2024-05-27 10:38:22 +0000,4.4,Netflix Subscription ₹4.4
2024-05-27 10:41:00 +0000,4.25,Spotify Payment ₹4.25
2024-05-27 14:43:52 +0000,2.8,Reliance Fresh ₹2.8
2024-05-28 07:06:47 +0000,12,More Supermarket ₹12.0
2024-05-28 07:32:01 +0000,5,Petrol Pump ₹5.0
2024-05-28 10:43:17 +0000,7,TataCliq Payment ₹7.0
2024-05-29 04:15:31 +0000,2.5,Skillshare Membership ₹2.5
2024-05-29 04:15:33 +0000,6,BookMyShow Ticket ₹6.0
2024-05-29 05:11:49 +0000,11,MakeMyTrip Payment ₹11.0
2024-05-29 09:12:49 +0000,5.6,Burger King Payment ₹5.6
2024-05-29 14:14:31 +0000,3,Rapido Ride ₹3.0
2024-05-29 14:14:40 +0000,10,Mutual Fund SIP ₹10.0
2024-05-30 14:27:46 +0000,0.5,Donation ₹0.5
2024-05-30 15:31:19 +0000,13,OYO Rooms Booking ₹13.0
2024-05-31 05:45:00 +0000,4.5,McDonalds Bill ₹4.5
2024-05-31 10:10:06 +0000,7.7,Doctor Visit ₹7.7
2024-05-31 12:53:21 +0000,6.8,YouTube Premium ₹6.8
2024-06-01 04:24:18 +0000,4.8,Netflix Subscription ₹4.8
2024-06-01 05:06:07 +0000,0.5,Unacademy Plan ₹0.5
2024-06-01 06:40:58 +0000,44,Apollo Pharmacy ₹44.0
2024-06-01 06:41:03 +0000,4.8,Delhi Metro Recharge ₹4.8
2024-06-01 10:27:47 +0000,5.6,Rapido Ride ₹5.6
2024-06-01 10:27:50 +0000,4.8,LIC Premium ₹4.8
2024-06-01 17:52:19 +0000,20,Byjus Payment ₹20.0
2024-06-02 06:07:40 +0000,10,OYO Rooms Booking ₹10.0
2024-06-02 07:00:50 +0000,4.8,TataCliq Payment ₹4.8
2024-06-02 10:44:28 +0000,35,Unacademy Plan ₹35.0
2024-06-02 10:47:15 +0000,7.6,Myntra Order ₹7.6
2024-06-02 11:26:04 +0000,26,Uber Trip ₹26.0
2024-06-02 12:22:55 +0000,1.4,Hotstar Renewal ₹1.4
2024-06-02 13:21:22 +0000,35,Barbeque Nation ₹35.0
2024-06-03 08:22:56 +0000,5.3,Subway Sandwich ₹5.3
2024-06-03 08:59:41 +0000,10.9,Water Bill ₹10.9
2024-06-03 08:59:43 +0000,7.6,Ajio Shopping ₹7.6
2024-06-03 11:41:25 +0000,6.6,DMart Purchase ₹6.6
2024-06-03 12:43:18 +0000,50,Protein Supplement ₹50.0
2024-06-03 13:48:27 +0000,5.6,Crypto Investment ₹5.6
2024-06-03 19:17:13 +0000,1.3,MakeMyTrip Payment ₹1.3
2024-06-04 07:32:11 +0000,10,Netflix Subscription ₹10.0
2024-06-04 10:34:08 +0000,4.8,Car Insurance ₹4.8
2024-06-04 11:23:22 +0000,3,OYO Rooms Booking ₹3.0
2024-06-04 12:15:15 +0000,12,Pizza Hut Bill ₹12.0
2024-06-04 14:37:27 +0000,4.8,Rapido Ride ₹4.8
2024-06-04 18:21:53 +0000,8,Internet Bill ₹8.0
2024-06-05 07:30:36 +0000,7,Protein Supplement ₹7.0
2024-06-05 10:04:58 +0000,23,Spotify Payment ₹23.0
2024-06-05 07:05:00 +0000,4.8,Car Insurance ₹4.8
2024-06-05 10:09:02 +0000,4.8,Donation ₹4.8
2024-06-05 16:13:27 +0000,3,Burger King Payment ₹3.0
2024-06-06 06:49:46 +0000,7.6,PPF Deposit ₹7.6
2024-06-06 11:33:35 +0000,5.9,Amazon Purchase ₹5.9
2024-06-06 11:43:07 +0000,150,IRCTC Train Ticket ₹150.0
2024-06-06 11:55:11 +0000,5.8,Health Insurance ₹5.8
2024-06-07 05:22:38 +0000,2,Udemy Course ₹2.0
2024-06-07 06:46:56 +0000,6.5,Gift Shop ₹6.5
2024-06-07 07:34:22 +0000,6.5,Coursera Subscription ₹6.5
2024-06-07 09:26:11 +0000,15,Stock Purchase ₹15.0
2024-06-07 13:48:12 +0000,3,Yoga Class ₹3.0
2024-06-07 19:08:00 +0000,15,Doctor Visit ₹15.0
2024-06-08 07:01:31 +0000,10,Diagnostic Center Payment ₹10.0
2024-06-08 07:54:45 +0000,6.5,Unacademy Plan ₹6.5
2024-06-08 08:05:14 +0000,7.6,Donation ₹7.6
2024-06-08 12:22:35 +0000,31,Amazon Purchase ₹31.0
2024-06-08 12:56:00 +0000,4.8,Cafe Coffee Day ₹4.8
2024-06-08 14:27:39 +0000,27,Train Ticket ₹27.0
2024-06-08 15:16:23 +0000,2.3,Delhi Metro Recharge ₹2.3
2024-06-09 06:21:00 +0000,3,Reliance Fresh ₹3.0
2024-06-09 06:28:24 +0000,8.4,Apollo Pharmacy ₹8.4
2024-06-09 06:59:12 +0000,40,Barbeque Nation ₹40.0
2024-06-09 13:21:39 +0000,123,Protein Supplement ₹123.0
2024-06-09 14:38:16 +0000,88,Ola Ride ₹88.0
2024-06-09 15:33:18 +0000,11,More Supermarket ₹11.0
2024-06-09 18:10:08 +0000,5.55,MedPlus Bill ₹5.55
2024-06-10 10:17:48 +0000,10,CultFit Subscription ₹10.0
2024-06-10 04:17:54 +0000,8,CultFit Subscription ₹8.0
2024-06-10 14:37:00 +0000,5,Cab Fare ₹5.0
2024-06-10 20:37:29 +0000,1,DMart Purchase ₹1.0
2024-06-11 05:14:13 +0000,21,Mutual Fund SIP ₹21.0
2024-06-11 09:36:34 +0000,10,Gift Shop ₹10.0
2024-06-11 16:40:22 +0000,7,Hotstar Renewal ₹7.0
2024-06-11 16:46:23 +0000,250,Health Insurance ₹250.0
2024-06-11 19:51:57 +0000,10,Cafe Coffee Day ₹10.0
2024-06-12 05:11:14 +0000,3.2,Subway Sandwich ₹3.2
2024-06-12 10:03:13 +0000,7.6,Diagnostic Center Payment ₹7.6
2024-06-12 12:54:10 +0000,6.3,Rapido Ride ₹6.3
2024-06-12 14:45:12 +0000,5.2,Health Insurance ₹5.2
2024-06-12 19:37:39 +0000,200,YouTube Premium ₹200.0
2024-06-12 10:37:50 +0000,402,LIC Premium ₹402.0
2024-06-12 19:40:34 +0000,5.5,Water Bill ₹5.5
2024-06-13 08:00:31 +0000,8.5,Jio Fiber Recharge ₹8.5
2024-06-13 08:59:09 +0000,8,Crypto Investment ₹8.0
2024-06-13 19:02:23 +0000,24,CultFit Subscription ₹24.0
2024-06-14 03:50:19 +0000,3.3,Netflix Subscription ₹3.3
2024-06-14 07:15:24 +0000,3,Unacademy Plan ₹3.0
2024-06-14 07:15:27 +0000,8,Hotstar Renewal ₹8.0
2024-06-14 17:50:00 +0000,43,Flipkart Order ₹43.0
2024-06-15 12:01:26 +0000,5.7,Diagnostic Center Payment ₹5.7
2024-06-15 13:51:52 +0000,5.6,LIC Premium ₹5.6
2024-06-15 07:52:00 +0000,8.4,Swiggy Payment ₹8.4
2024-06-15 14:24:41 +0000,6.6,Airtel Postpaid ₹6.6
2024-06-15 17:04:19 +0000,5.7,Subway Sandwich ₹5.7
2024-06-16 07:48:21 +0000,7.6,Diagnostic Center Payment ₹7.6
2024-06-16 13:38:14 +0000,5.7,Uber Trip ₹5.7
2024-06-16 15:16:17 +0000,4.55,Dominos Order ₹4.55
2024-06-17 01:58:51 +0000,6.1,Udemy Course ₹6.1
2024-06-17 07:25:15 +0000,16,Stock Purchase ₹16.0
2024-06-17 07:25:25 +0000,22,Rapido Ride ₹22.0
2024-06-17 10:42:04 +0000,4.1,Skillshare Membership ₹4.1
2024-06-17 17:33:10 +0000,13,Protein Supplement ₹13.0
2024-06-18 06:19:37 +0000,8,TataCliq Payment ₹8.0
2024-06-18 12:36:56 +0000,5.7,CultFit Subscription ₹5.7
2024-06-18 12:44:52 +0000,9.2,OYO Rooms Booking ₹9.2
2024-06-19 09:13:02 +0000,17,Crypto Investment ₹17.0
2024-06-19 09:13:04 +0000,6.6,Doctor Visit ₹6.6
2024-06-19 11:35:15 +0000,0.8,Stock Purchase ₹0.8
2024-06-19 12:12:25 +0000,5.3,Protein Supplement ₹5.3
2024-06-19 19:28:03 +0000,20,Flipkart Order ₹20.0
2024-06-19 19:28:05 +0000,10,Stock Purchase ₹10.0
2024-06-20 04:59:20 +0000,10,Myntra Order ₹10.0
2024-06-20 08:40:58 +0000,8.6,More Supermarket ₹8.6
2024-06-20 09:07:47 +0000,5.8,Gym Membership ₹5.8
2024-06-20 20:14:35 +0000,18,Swiggy Payment ₹18.0
2024-06-21 02:21:24 +0000,0.4,Gift Shop ₹0.4
2024-06-21 02:21:26 +0000,2,Gym Membership ₹2.0
2024-06-21 18:28:00 +0000,4.8,TataCliq Payment ₹4.8
2024-06-21 10:29:00 +0000,2,DMart Purchase ₹2.0
2024-06-22 08:33:39 +0000,0.8,Electricity Bill BSES ₹0.8
2024-06-22 09:29:56 +0000,8.4,Myntra Order ₹8.4
2024-06-22 11:45:10 +0000,5.7,Apollo Pharmacy ₹5.7
2024-06-22 16:01:59 +0000,3,Yoga Class ₹3.0
2024-06-22 16:45:19 +0000,1.85,Zomato Order ₹1.85
2024-06-23 08:33:08 +0000,8.4,Health Insurance ₹8.4
2024-06-23 09:05:09 +0000,1,Cafe Coffee Day ₹1.0
2024-06-24 05:10:29 +0000,1.7,Coursera Subscription ₹1.7
2024-06-24 13:06:15 +0000,8.5,IRCTC Train Ticket ₹8.5
2024-06-24 14:21:18 +0000,6,Car Insurance ₹6.0
2024-06-24 17:35:34 +0000,3.2,Gym Membership ₹3.2
2024-06-24 17:46:38 +0000,3,Rapido Ride ₹3.0
2024-06-25 06:15:46 +0000,5.4,Byjus Payment ₹5.4
2024-06-25 08:57:05 +0000,8.3,Cafe Coffee Day ₹8.3
2024-06-25 13:30:10 +0000,5.7,Ola Ride ₹5.7
2024-06-25 13:36:06 +0000,5.9,Gym Membership ₹5.9
2024-06-26 05:50:09 +0000,1.5,Udemy Course ₹1.5
2024-06-26 09:09:16 +0000,6,Flipkart Order ₹6.0
2024-06-26 09:09:20 +0000,40,Charity ₹40.0
2024-06-26 09:09:27 +0000,20,Petrol Pump ₹20.0
2024-06-26 12:48:12 +0000,5.9,Byjus Payment ₹5.9
2024-06-26 14:00:21 +0000,3,Udemy Course ₹3.0
2024-06-26 14:47:38 +0000,19,Health Insurance ₹19.0
2024-06-26 19:26:20 +0000,25,Crypto Investment ₹25.0
2024-06-27 04:56:53 +0000,3,MedPlus Bill ₹3.0
2024-06-27 06:33:56 +0000,2.27,Yoga Class ₹2.27
2024-06-28 05:03:46 +0000,3.3,BigBasket Order ₹3.3
2024-06-28 06:00:46 +0000,5.4,Cafe Coffee Day ₹5.4
2024-06-28 09:05:23 +0000,8.3,Yoga Class ₹8.3
2024-06-29 04:29:28 +0000,10,Cafe Coffee Day ₹10.0
2024-06-29 06:25:37 +0000,5.9,Hotstar Renewal ₹5.9
2024-06-29 09:28:08 +0000,19,Health Insurance ₹19.0
2024-06-29 11:05:08 +0000,13,Diagnostic Center Payment ₹13.0
2024-06-29 11:49:22 +0000,5.6,TataCliq Payment ₹5.6
2024-06-29 18:16:33 +0000,20,Udemy Course ₹20.0
2024-06-30 05:46:36 +0000,10,Cafe Coffee Day ₹10.0
2024-06-29 19:46:42 +0000,20,OYO Rooms Booking ₹20.0
2024-06-30 06:37:52 +0000,6,Car Insurance ₹6.0
2024-06-30 09:34:00 +0000,5.7,Stationery Store ₹5.7
2024-06-30 09:34:03 +0000,5,Apollo Pharmacy ₹5.0
2024-06-30 11:59:11 +0000,6,MedPlus Bill ₹6.0
2024-06-30 12:07:35 +0000,10,BigBasket Order ₹10.0
2024-06-30 12:55:45 +0000,2.2,Air India Flight ₹2.2
2024-06-30 17:33:11 +0000,29,Unacademy Plan ₹29.0
2024-07-01 06:57:19 +0000,7.2,Gym Membership ₹7.2
2024-07-01 09:39:34 +0000,11,YouTube Premium ₹11.0
2024-07-01 14:40:16 +0000,213,McDonalds Bill ₹213.0
2024-07-01 15:25:07 +0000,8.7,Apollo Pharmacy ₹8.7
2024-07-02 09:07:20 +0000,5.25,Health Insurance ₹5.25
2024-07-02 09:07:22 +0000,5.5,Pizza Hut Bill ₹5.5
2024-07-02 11:55:07 +0000,8,Internet Bill ₹8.0
2024-07-02 14:29:51 +0000,8.7,Netflix Subscription ₹8.7
2024-07-02 19:42:57 +0000,7,Skillshare Membership ₹7.0
2024-07-03 08:05:43 +0000,12,Reliance Fresh ₹12.0
2024-07-03 08:49:50 +0000,7.35,Byjus Payment ₹7.35
2024-07-03 09:36:29 +0000,16,LIC Premium ₹16.0
2024-07-03 14:43:02 +0000,8.7,Dominos Order ₹8.7
2024-07-03 18:55:25 +0000,8,OYO Rooms Booking ₹8.0
2024-07-04 06:08:03 +0000,5.4,Rapido Ride ₹5.4
2024-07-04 09:05:33 +0000,7.35,Stock Purchase ₹7.35
2024-07-04 09:56:13 +0000,7,Airtel Postpaid ₹7.0
2024-07-04 14:14:27 +0000,14,Cab Fare ₹14.0
